AU,VA,DE,ES,FR,GB,IT,NDF,NL,PT,US,other
0.00115375,0.002113232,0.002078409,0.005761415,0.014325406,0.005987123,0.008173248,0.643824041,0.001212303,0.000127127,0.266855359,0.048388585
0.001153073,0.00211208,0.002077323,0.005758892,0.014320171,0.005984201,0.008169961,0.64385426,0.001211592,0.000127013,0.266852826,0.048378561
0.0011538,0.002113323,0.002078489,0.005761617,0.014325782,0.005987347,0.00817348,0.643821716,0.001212363,0.000127136,0.266855478,0.048389517
0.001153886,0.002113485,0.002078639,0.005761969,0.014326419,0.005987741,0.008173862,0.643817484,0.001212466,0.000127151,0.266855776,0.048391186
0.001153782,0.002113292,0.002078462,0.005761548,0.014325641,0.005987264,0.008173394,0.64382261,0.001212341,0.000127133,0.266855359,0.048389208
0.001153832,0.002113382,0.002078545,0.005761744,0.014326025,0.00598749,0.008173625,0.643820226,0.001212399,0.000127141,0.266855538,0.048390102
0.001153734,0.002113203,0.002078382,0.005761359,0.014325282,0.005987051,0.008173165,0.643824875,0.001212285,0.000127125,0.26685521,0.048388358
0.001153819,0.002113359,0.002078523,0.005761696,0.014325908,0.00598743,0.008173566,0.643820822,0.001212385,0.000127139,0.266855419,0.048389867
0.001153812,0.002113347,0.002078512,0.005761671,0.01432586,0.005987403,0.00817353,0.643821061,0.001212378,0.000127138,0.266855508,0.048389781
0.001153926,0.002113572,0.002078712,0.005762157,0.014326705,0.005987962,0.008174031,0.6438151,0.001212526,0.000127157,0.266855896,0.048392277
0.00115374,0.002113215,0.00207839,0.005761384,0.014325322,0.005987079,0.008173196,0.643824518,0.001212292,0.000127126,0.26685527,0.048388448
0.00115381,0.002113343,0.002078509,0.005761666,0.014325861,0.005987398,0.008173523,0.64382112,0.001212375,0.000127138,0.266855538,0.048389751
0.00115375,0.002113234,0.002078409,0.00576142,0.014325398,0.005987122,0.008173239,0.643823981,0.001212304,0.000127128,0.26685524,0.048388653
0.001153748,0.002113233,0.002078407,0.005761413,0.014325389,0.005987118,0.008173234,0.64382416,0.001212304,0.000127128,0.26685527,0.048388641
0.001153837,0.002113392,0.002078552,0.005761771,0.014326046,0.005987513,0.00817364,0.643819928,0.001212406,0.000127142,0.266855538,0.048390213
0.001153733,0.002113203,0.00207838,0.005761354,0.014325274,0.005987045,0.008173157,0.643824875,0.001212285,0.000127125,0.26685521,0.048388351
0.001153854,0.002113424,0.002078583,0.005761835,0.014326169,0.00598759,0.008173723,0.643819034,0.001212426,0.000127145,0.266855687,0.048390564
0.001153841,0.002113399,0.002078561,0.005761785,0.014326088,0.005987531,0.008173669,0.64381969,0.001212411,0.000127143,0.266855627,0.048390254
0.001153749,0.002113231,0.002078407,0.005761413,0.014325405,0.005987118,0.008173245,0.6438241,0.001212302,0.000127127,0.266855389,0.048388578
0.001153743,0.00211322,0.002078397,0.005761393,0.014325352,0.005987092,0.008173218,0.643824399,0.001212295,0.000127126,0.266855359,0.048388496
0.001153898,0.002113503,0.002078654,0.005762007,0.014326509,0.005987783,0.008173924,0.643817127,0.001212477,0.000127152,0.266855747,0.048391297
0.00115374,0.002113217,0.002078392,0.00576138,0.01432531,0.005987078,0.008173187,0.643824458,0.001212295,0.000127126,0.26685524,0.048388526
0.001153741,0.002113218,0.002078393,0.005761391,0.014325339,0.005987086,0.008173202,0.643824399,0.001212295,0.000127126,0.266855359,0.048388522
0.001153734,0.002113205,0.002078382,0.005761359,0.014325282,0.005987051,0.008173165,0.643824875,0.001212286,0.000127125,0.26685521,0.048388358
0.001153735,0.002113207,0.002078384,0.005761363,0.014325292,0.005987057,0.008173175,0.643824697,0.001212288,0.000127125,0.26685524,0.048388384
0.001153734,0.002113203,0.002078382,0.005761359,0.01432528,0.005987047,0.008173165,0.643824816,0.001212285,0.000127125,0.26685521,0.048388369
0.00115378,0.00211329,0.00207846,0.005761542,0.014325632,0.005987258,0.008173386,0.64382261,0.00121234,0.000127133,0.266855359,0.048389196
0.001153733,0.002113203,0.00207838,0.005761359,0.01432528,0.00598705,0.008173165,0.643824816,0.001212286,0.000127125,0.26685521,0.048388369
0.001153829,0.002113377,0.002078539,0.005761734,0.014325995,0.00598748,0.008173607,0.643820405,0.001212397,0.000127141,0.266855508,0.048390057
0.001153824,0.002113367,0.00207853,0.005761712,0.014325947,0.005987451,0.008173584,0.643820703,0.001212391,0.00012714,0.266855419,0.048389949
0.001153858,0.002113429,0.002078591,0.005761855,0.014326217,0.005987606,0.008173752,0.643818855,0.001212431,0.000127146,0.266855657,0.048390597
0.001153749,0.002113232,0.002078408,0.005761411,0.0143254,0.005987112,0.008173246,0.64382416,0.001212302,0.000127127,0.266855329,0.048388574
0.001153749,0.002113234,0.002078408,0.005761418,0.014325392,0.005987117,0.00817324,0.643824041,0.001212305,0.000127128,0.26685521,0.048388682
0.001153334,0.002112569,0.002077764,0.00575994,0.014322155,0.005985436,0.008171152,0.643841565,0.001211906,0.000127058,0.266853571,0.048383527
0.001153813,0.002113346,0.002078513,0.005761671,0.014325871,0.005987403,0.008173534,0.643821001,0.001212377,0.000127138,0.266855508,0.048389778
0.001153786,0.002113297,0.002078467,0.005761568,0.014325663,0.005987284,0.008173406,0.643822372,0.001212345,0.000127134,0.266855359,0.048389293
0.001153816,0.002113353,0.002078518,0.005761682,0.014325886,0.005987417,0.008173545,0.643821001,0.001212381,0.000127138,0.266855389,0.048389815
0.00115375,0.002113233,0.002078409,0.00576142,0.014325412,0.005987125,0.008173252,0.643823981,0.001212303,0.000127128,0.266855329,0.048388582
0.00115389,0.002113494,0.002078647,0.005761989,0.014326451,0.005987762,0.008173895,0.643817246,0.001212472,0.000127151,0.266855687,0.048391275
0.001153736,0.002113208,0.002078386,0.005761369,0.014325294,0.005987063,0.008173179,0.643824697,0.00121229,0.000127125,0.26685524,0.048388395
0.00115375,0.002113235,0.00207841,0.00576142,0.014325405,0.005987125,0.008173248,0.643823981,0.001212306,0.000127128,0.26685524,0.048388697
0.001153892,0.002113499,0.002078652,0.005762004,0.014326475,0.005987777,0.0081739,0.643817067,0.001212476,0.000127152,0.266855717,0.04839135
0.001153733,0.002113203,0.002078378,0.005761353,0.014325267,0.005987044,0.008173157,0.643824816,0.001212284,0.000127125,0.26685524,0.048388347
0.001153761,0.002113247,0.002078424,0.005761457,0.014325474,0.005987157,0.008173295,0.643823743,0.00121231,0.000127129,0.266855359,0.048388716
0.001153814,0.002113349,0.002078517,0.005761675,0.014325881,0.00598741,0.008173538,0.64382112,0.001212378,0.000127138,0.266855448,0.048389785
0.001153757,0.002113247,0.002078422,0.005761453,0.014325459,0.00598716,0.008173275,0.643823683,0.001212313,0.000127129,0.266855359,0.048388835
0.001153732,0.002113203,0.002078379,0.005761353,0.014325267,0.005987044,0.008173157,0.643824816,0.001212284,0.000127125,0.26685524,0.048388347
0.001153906,0.00211352,0.002078672,0.005762048,0.014326567,0.005987832,0.008173959,0.643816471,0.001212489,0.000127154,0.266855776,0.048391536
0.001153834,0.002113385,0.002078548,0.005761754,0.014326029,0.0059875,0.008173627,0.643820107,0.001212403,0.000127142,0.266855538,0.04839015
0.001153768,0.002113258,0.002078436,0.005761481,0.014325537,0.005987192,0.008173334,0.643823445,0.001212317,0.000127131,0.266855359,0.048388794
0.001153802,0.002113327,0.002078493,0.005761626,0.014325793,0.005987353,0.008173489,0.643821776,0.001212364,0.000127136,0.266855419,0.048389547
0.001153744,0.002113221,0.002078396,0.005761398,0.014325354,0.005987094,0.00817322,0.643824279,0.001212296,0.000127126,0.266855359,0.048388511
0.001153736,0.002113208,0.002078383,0.005761367,0.014325289,0.005987058,0.008173176,0.643824756,0.001212289,0.000127125,0.26685524,0.048388373
0.00115375,0.002113232,0.002078409,0.005761418,0.014325412,0.005987125,0.008173248,0.643823981,0.001212303,0.000127127,0.266855299,0.048388582
0.001153734,0.002113205,0.002078382,0.005761359,0.014325282,0.005987051,0.008173165,0.643824875,0.001212286,0.000127125,0.26685521,0.048388358
0.001153805,0.002113335,0.0020785,0.005761642,0.014325812,0.005987369,0.008173496,0.643821418,0.001212369,0.000127137,0.266855419,0.048389651
0.001153747,0.00211323,0.002078402,0.005761409,0.014325377,0.005987107,0.008173231,0.64382422,0.001212301,0.000127127,0.26685527,0.048388597
