AU,CA,DE ,ES,FR,GB,IT,NDF,NL,PT,US,other
0.00100008,0.002546221,0.001138564,0.003900871,0.011472899,0.006523969,0.007920555,0.663342237,0.001104868,5.10874E-05,0.259445727,0.04155302
0.00100008,0.002546221,0.001138564,0.003900871,0.011472887,0.00652395,0.007920559,0.663342237,0.00110487,5.10876E-05,0.259445637,0.04155305
0.001000072,0.002546208,0.001138554,0.003900846,0.011472844,0.006523916,0.007920518,0.663342535,0.001104861,5.10869E-05,0.259445548,0.041552916
0.001000083,0.002546226,0.001138566,0.003900877,0.011472904,0.006523963,0.007920571,0.663342237,0.001104873,5.10877E-05,0.259445637,0.041553061
0.001001695,0.002549675,0.001140472,0.003905986,0.011483494,0.00653238,0.007929148,0.663263738,0.001106656,5.12086E-05,0.25946033,0.041575205
0.001000077,0.002546216,0.00113856,0.003900859,0.011472869,0.006523934,0.007920543,0.663342416,0.001104867,5.10873E-05,0.259445637,0.041552991
0.001000053,0.00254617,0.001138534,0.003900792,0.011472722,0.006523826,0.007920426,0.66334343,0.001104841,5.10856E-05,0.259445459,0.041552674
0.001000036,0.002546128,0.00113851,0.003900729,0.011472606,0.006523735,0.007920319,0.663344324,0.001104818,5.10842E-05,0.25944528,0.041552395
0.001000067,0.002546195,0.001138548,0.00390083,0.01147281,0.006523889,0.007920491,0.663342834,0.001104855,5.10865E-05,0.259445518,0.041552845
0.001001232,0.002548679,0.001139923,0.003904517,0.011480458,0.006529984,0.007926685,0.66328603,0.001106137,5.11736E-05,0.259456396,0.041568838
0.001000081,0.002546225,0.001138565,0.003900874,0.011472898,0.006523956,0.007920561,0.663342178,0.001104871,5.10876E-05,0.259445697,0.041553058
0.0010001,0.002546264,0.001138587,0.003900933,0.011473015,0.006524049,0.007920659,0.663341403,0.001104891,5.1089E-05,0.259445757,0.041553304
0.001000431,0.002546969,0.001138979,0.003901985,0.011475211,0.006525838,0.007922439,0.663324714,0.001105252,5.11135E-05,0.259449184,0.041557822
0.001000062,0.002546187,0.001138544,0.003900819,0.011472784,0.006523876,0.007920473,0.663342893,0.001104851,5.10862E-05,0.259445548,0.041552801
0.0010001,0.002546264,0.001138586,0.003900931,0.011473014,0.006524041,0.007920658,0.663341343,0.001104891,5.1089E-05,0.259445786,0.0415533
0.001000077,0.002546216,0.001138561,0.003900859,0.011472869,0.006523934,0.007920546,0.663342416,0.001104867,5.10873E-05,0.259445578,0.041552991
0.001000084,0.002546228,0.001138568,0.003900878,0.011472919,0.006523968,0.00792058,0.663342118,0.001104874,5.10878E-05,0.259445637,0.041553091
0.001001004,0.002548195,0.001139657,0.0039038,0.011478974,0.006528831,0.00792549,0.663296759,0.001105885,5.11566E-05,0.259454519,0.041565705
0.001000135,0.002546336,0.001138628,0.003901042,0.011473254,0.006524259,0.007920857,0.663339376,0.001104928,5.10914E-05,0.259446383,0.041553769
0.001000081,0.002546225,0.001138565,0.003900875,0.011472899,0.006523948,0.007920563,0.663342297,0.001104873,5.10876E-05,0.259445608,0.041553054
0.001000087,0.002546237,0.001138573,0.003900895,0.011472954,0.006524019,0.007920601,0.663341641,0.001104875,5.10879E-05,0.259445846,0.041553121
0.001000037,0.00254613,0.001138512,0.003900734,0.011472616,0.006523744,0.007920338,0.663344264,0.00110482,5.10843E-05,0.259445369,0.041552432
0.001000063,0.002546191,0.001138545,0.003900819,0.01147279,0.006523876,0.007920473,0.663342893,0.001104854,5.10864E-05,0.259445488,0.041552808
0.001000081,0.002546224,0.001138565,0.003900871,0.011472899,0.006523957,0.007920562,0.663342237,0.001104871,5.10876E-05,0.259445637,0.041553061
0.001002247,0.002550852,0.001141123,0.003907721,0.011487085,0.006535161,0.007932044,0.663237691,0.00110727,5.12501E-05,0.2594648,0.041582767
0.001000039,0.002546137,0.001138516,0.003900742,0.011472629,0.006523751,0.007920351,0.663344085,0.001104824,5.10844E-05,0.259445399,0.041552469
0.001000055,0.002546173,0.001138536,0.003900794,0.011472732,0.006523828,0.007920433,0.66334337,0.001104842,5.10857E-05,0.259445459,0.041552693
0.00100002,0.002546095,0.001138493,0.003900681,0.011472499,0.006523654,0.007920241,0.663345039,0.001104801,5.1083E-05,0.25944522,0.041552201
0.001000079,0.00254622,0.001138563,0.003900866,0.011472884,0.006523945,0.007920556,0.663342297,0.001104868,5.10875E-05,0.259445667,0.041553024
0.001000063,0.002546184,0.001138544,0.003900819,0.011472794,0.006523897,0.007920483,0.663342834,0.001104848,5.10862E-05,0.259445697,0.041552797
0.001000079,0.00254622,0.001138563,0.003900866,0.011472884,0.006523945,0.007920556,0.663342297,0.001104868,5.10875E-05,0.259445667,0.041553024
0.001000082,0.002546229,0.001138567,0.003900882,0.011472913,0.006523963,0.007920577,0.663342178,0.001104875,5.10878E-05,0.259445608,0.041553088
0.001000082,0.002546225,0.001138566,0.003900878,0.011472903,0.006523963,0.00792057,0.663342178,0.001104873,5.10877E-05,0.259445667,0.041553076
0.00100007,0.002546203,0.001138552,0.003900837,0.011472827,0.006523901,0.007920506,0.663342834,0.001104859,5.10868E-05,0.259445548,0.041552886
0.001000082,0.002546225,0.001138566,0.003900877,0.011472917,0.006523983,0.007920568,0.663341999,0.00110487,5.10876E-05,0.259445846,0.041553054
0.001000088,0.002546237,0.001138572,0.003900888,0.011472937,0.006523985,0.007920594,0.663341939,0.001104877,5.1088E-05,0.259445667,0.041553121
0.001000062,0.002546187,0.001138543,0.003900819,0.011472779,0.006523873,0.007920469,0.663342893,0.00110485,5.10863E-05,0.259445548,0.04155279
0.001000089,0.002546242,0.001138575,0.003900899,0.011472955,0.006524002,0.007920609,0.663341701,0.001104878,5.10881E-05,0.259445757,0.041553166
0.001000044,0.002546143,0.00113852,0.003900753,0.011472652,0.006523776,0.007920366,0.663343787,0.001104827,5.10846E-05,0.259445459,0.041552521
0.001000077,0.002546217,0.00113856,0.003900861,0.011472869,0.00652394,0.007920543,0.663342416,0.001104865,5.10873E-05,0.259445578,0.041552991
0.001002735,0.002551903,0.001141701,0.003909267,0.011490289,0.006537676,0.007934635,0.663214266,0.001107816,5.1287E-05,0.259468943,0.041589491
0.001000031,0.002546117,0.001138505,0.003900717,0.011472568,0.00652371,0.007920301,0.663344622,0.001104814,5.10838E-05,0.25944528,0.041552335
0.001000038,0.002546136,0.001138516,0.003900742,0.011472625,0.006523758,0.007920343,0.663344085,0.001104823,5.10845E-05,0.259445399,0.041552458
0.001000071,0.002546207,0.001138554,0.003900843,0.01147284,0.006523911,0.007920514,0.663342595,0.001104861,5.10869E-05,0.259445578,0.041552901
0.001000059,0.002546178,0.001138541,0.003900805,0.011472761,0.006523866,0.007920456,0.663343132,0.001104845,5.1086E-05,0.259445637,0.041552756
0.001000066,0.002546195,0.001138548,0.00390083,0.011472799,0.006523883,0.007920487,0.663342834,0.001104856,5.10865E-05,0.259445578,0.041552845
0.001000059,0.00254618,0.00113854,0.00390081,0.011472763,0.006523852,0.007920454,0.663343251,0.001104847,5.1086E-05,0.259445488,0.041552745
0.001000083,0.002546225,0.001138566,0.003900878,0.011472909,0.006523966,0.007920577,0.663342178,0.001104873,5.10877E-05,0.259445667,0.041553076
0.001000061,0.002546184,0.001138543,0.003900816,0.011472781,0.006523865,0.007920466,0.663343012,0.00110485,5.10861E-05,0.259445518,0.041552778
0.001000083,0.002546226,0.001138566,0.003900878,0.011472904,0.006523969,0.007920574,0.663342237,0.001104873,5.10877E-05,0.259445608,0.041553061
0.00100009,0.002546244,0.001138577,0.003900901,0.011472959,0.006524007,0.007920616,0.663341641,0.00110488,5.10882E-05,0.259445786,0.041553181
0.001000116,0.002546295,0.001138604,0.003900979,0.011473128,0.006524156,0.007920748,0.66334033,0.001104905,5.109E-05,0.259446084,0.041553494
0.00100007,0.002546205,0.001138553,0.003900839,0.011472832,0.006523907,0.007920509,0.663342834,0.00110486,5.10868E-05,0.259445548,0.041552894
0.001000082,0.002546226,0.001138566,0.003900878,0.011472904,0.006523963,0.007920571,0.663342237,0.001104873,5.10877E-05,0.259445637,0.041553069
0.001000028,0.002546109,0.001138501,0.003900703,0.011472548,0.006523683,0.007920284,0.663344741,0.00110481,5.10835E-05,0.25944519,0.041552294
0.001000056,0.002546169,0.001138536,0.003900796,0.011472767,0.006523901,0.007920452,0.663342834,0.001104835,5.10853E-05,0.259445906,0.041552696
0.001000053,0.002546169,0.001138533,0.003900789,0.011472722,0.006523819,0.007920426,0.66334343,0.00110484,5.10856E-05,0.259445429,0.041552667
0.001000069,0.002546204,0.001138553,0.00390084,0.011472831,0.006523912,0.007920508,0.663342714,0.001104859,5.10867E-05,0.259445637,0.041552898
0.001000026,0.002546097,0.001138499,0.003900705,0.011472574,0.006523792,0.007920302,0.663343787,0.001104796,5.10828E-05,0.259446055,0.041552264
0.0010001,0.002546265,0.001138587,0.003900933,0.011473021,0.006524048,0.007920666,0.663341343,0.001104892,5.10891E-05,0.259445727,0.041553311
0.00100006,0.002546184,0.001138542,0.00390081,0.011472763,0.006523849,0.007920458,0.663343251,0.001104848,5.1086E-05,0.259445459,0.041552763
0.001000081,0.002546224,0.001138565,0.003900874,0.011472897,0.006523962,0.007920569,0.663342118,0.001104872,5.10876E-05,0.259445727,0.041553061
0.001000073,0.002546207,0.001138555,0.003900846,0.011472848,0.006523916,0.00792052,0.663342476,0.001104862,5.1087E-05,0.259445608,0.041552931
0.0010001,0.002546265,0.001138587,0.003900933,0.011473021,0.006524048,0.007920666,0.663341343,0.001104892,5.10891E-05,0.259445727,0.041553311
0.001000081,0.002546223,0.001138565,0.003900873,0.011472898,0.006523959,0.007920566,0.663342178,0.001104871,5.10876E-05,0.259445697,0.041553065
0.001000075,0.002546213,0.001138558,0.003900853,0.011472858,0.006523928,0.007920532,0.663342416,0.001104865,5.10872E-05,0.259445578,0.041552968
0.001000059,0.00254618,0.00113854,0.00390081,0.011472763,0.006523852,0.007920454,0.663343251,0.001104847,5.10859E-05,0.259445488,0.041552752
0.001000044,0.002546145,0.001138521,0.003900757,0.011472661,0.006523773,0.007920376,0.663343728,0.00110483,5.10849E-05,0.259445429,0.041552536
0.00100008,0.002546222,0.001138565,0.003900871,0.011472893,0.006523957,0.007920562,0.663342237,0.00110487,5.10876E-05,0.259445637,0.041553061
0.001000059,0.00254618,0.00113854,0.00390081,0.011472763,0.006523852,0.007920454,0.663343251,0.001104847,5.1086E-05,0.259445488,0.041552745
0.00100006,0.002546176,0.001138542,0.003900819,0.011472811,0.006523967,0.007920494,0.663342237,0.001104837,5.10856E-05,0.259446204,0.041552749
0.001000039,0.002546137,0.001138516,0.003900744,0.011472624,0.006523751,0.00792035,0.663344026,0.001104824,5.10845E-05,0.259445429,0.041552477
0.001000083,0.002546228,0.001138567,0.003900878,0.01147292,0.006523969,0.007920577,0.663342178,0.001104873,5.10878E-05,0.259445608,0.041553088
0.001000033,0.002546121,0.001138508,0.003900722,0.011472581,0.006523724,0.00792031,0.663344443,0.001104815,5.1084E-05,0.259445339,0.041552372
0.001000083,0.002546227,0.001138566,0.003900878,0.011472913,0.006523968,0.007920576,0.663342118,0.001104872,5.10878E-05,0.259445578,0.041553084
0.001000028,0.002546113,0.001138501,0.003900708,0.011472552,0.006523694,0.007920282,0.663344622,0.00110481,5.10835E-05,0.259445369,0.041552305
0.001000055,0.002546173,0.001138536,0.003900795,0.011472731,0.006523831,0.007920432,0.66334331,0.001104842,5.10857E-05,0.259445488,0.041552696
0.001000064,0.002546192,0.001138547,0.003900826,0.0114728,0.006523889,0.007920488,0.663342893,0.001104854,5.10864E-05,0.259445548,0.04155283
0.001000082,0.002546225,0.001138565,0.003900875,0.011472899,0.006523963,0.007920567,0.663342237,0.001104873,5.10876E-05,0.259445637,0.041553061
0.001000081,0.002546224,0.001138566,0.003900873,0.011472911,0.006523989,0.007920568,0.663341999,0.001104868,5.10875E-05,0.259445816,0.041553035
0.001000057,0.00254618,0.00113854,0.003900806,0.011472752,0.006523842,0.007920447,0.663343251,0.001104845,5.1086E-05,0.259445518,0.041552745
0.001000051,0.002546162,0.001138531,0.003900781,0.011472705,0.006523809,0.007920407,0.663343668,0.001104838,5.10854E-05,0.259445459,0.04155264
0.001000068,0.002546198,0.001138549,0.003900832,0.011472817,0.006523891,0.007920498,0.663342834,0.001104857,5.10867E-05,0.259445548,0.041552864
0.001000119,0.002546299,0.00113861,0.003900997,0.011473178,0.006524271,0.007920797,0.663339376,0.001104899,5.10898E-05,0.259446859,0.041553553
0.001000066,0.002546195,0.001138548,0.00390083,0.011472799,0.006523883,0.007920487,0.663342834,0.001104856,5.10865E-05,0.259445578,0.041552845
0.001000041,0.00254614,0.001138518,0.003900748,0.011472647,0.006523767,0.007920358,0.663344085,0.001104826,5.10846E-05,0.259445369,0.041552499
0.001000057,0.002546178,0.001138539,0.003900801,0.011472742,0.00652384,0.007920448,0.66334331,0.001104845,5.10859E-05,0.259445369,0.041552726
0.00100008,0.002546222,0.001138564,0.003900871,0.011472887,0.00652395,0.007920559,0.663342237,0.00110487,5.10876E-05,0.259445637,0.04155305
0.001000048,0.002546156,0.001138528,0.003900772,0.011472695,0.006523797,0.007920396,0.663343728,0.001104835,5.10851E-05,0.259445369,0.041552603
0.00100004,0.00254614,0.001138518,0.003900748,0.011472636,0.006523764,0.007920358,0.663344085,0.001104826,5.10846E-05,0.25944531,0.041552499
0.001000081,0.002546225,0.001138565,0.003900874,0.011472898,0.006523963,0.00792057,0.663342178,0.001104872,5.10876E-05,0.259445697,0.041553065
0.00100008,0.002546221,0.001138563,0.003900867,0.011472887,0.00652395,0.007920562,0.663342237,0.001104869,5.10875E-05,0.259445727,0.041553032
0.001000058,0.002546179,0.001138539,0.003900803,0.011472753,0.006523843,0.007920448,0.66334331,0.001104846,5.10859E-05,0.259445429,0.041552726
0.001000082,0.002546225,0.001138565,0.003900875,0.011472899,0.006523963,0.007920567,0.663342237,0.001104873,5.10876E-05,0.259445637,0.041553061
0.001000061,0.002546187,0.001138542,0.003900812,0.011472771,0.006523859,0.007920463,0.663343072,0.00110485,5.10862E-05,0.259445518,0.04155279
0.0010001,0.002546265,0.001138587,0.003900933,0.011473021,0.006524048,0.007920662,0.663341343,0.001104892,5.10891E-05,0.259445727,0.041553311
0.00100009,0.002546243,0.001138576,0.003900901,0.011472954,0.006524004,0.007920609,0.663341641,0.00110488,5.10881E-05,0.259445786,0.041553169
0.001000062,0.002546188,0.001138543,0.003900817,0.011472779,0.006523864,0.007920469,0.663342893,0.001104851,5.10862E-05,0.259445548,0.041552801
0.001000058,0.002546177,0.001138539,0.003900802,0.011472757,0.006523857,0.00792045,0.663343191,0.001104844,5.10858E-05,0.259445578,0.04155273
0.001000083,0.002546228,0.001138566,0.003900878,0.01147292,0.006523969,0.007920577,0.663342178,0.001104873,5.10878E-05,0.259445608,0.041553076
0.001000057,0.002546178,0.001138539,0.003900806,0.011472753,0.006523843,0.007920448,0.66334331,0.001104846,5.10858E-05,0.259445429,0.041552749
0.001000082,0.002546222,0.001138564,0.003900871,0.011472899,0.006523954,0.007920562,0.663342237,0.001104871,5.10875E-05,0.259445637,0.041553061
0.001000135,0.002546335,0.001138628,0.00390104,0.011473254,0.006524259,0.007920853,0.663339376,0.001104927,5.10914E-05,0.259446323,0.041553762
0.001000081,0.002546223,0.001138565,0.003900873,0.011472898,0.006523959,0.007920561,0.663342178,0.001104871,5.10876E-05,0.259445697,0.041553058
0.001000082,0.002546225,0.001138565,0.003900875,0.011472904,0.006523963,0.007920571,0.663342237,0.001104872,5.10876E-05,0.259445637,0.041553061
0.001000095,0.002546255,0.001138582,0.003900919,0.011472992,0.006524028,0.007920638,0.663341582,0.001104888,5.10887E-05,0.259445727,0.041553248
0.001000048,0.002546158,0.001138528,0.003900774,0.011472695,0.006523797,0.007920396,0.663343728,0.001104835,5.10851E-05,0.259445369,0.041552603
0.001000064,0.002546193,0.001138547,0.003900823,0.01147279,0.00652387,0.007920477,0.663342893,0.001104854,5.10864E-05,0.259445488,0.041552808
0.0010001,0.002546265,0.001138587,0.003900933,0.011473021,0.006524048,0.007920662,0.663341343,0.001104892,5.10891E-05,0.259445727,0.041553311
0.001000069,0.0025462,0.00113855,0.003900833,0.01147282,0.006523894,0.007920497,0.663342774,0.001104858,5.10867E-05,0.259445548,0.041552871
0.001000028,0.002546112,0.001138501,0.003900708,0.011472555,0.006523693,0.007920281,0.663344502,0.001104809,5.10835E-05,0.259445369,0.041552309
0.001000028,0.00254611,0.001138502,0.003900707,0.011472547,0.006523689,0.007920283,0.663344681,0.001104811,5.10836E-05,0.25944525,0.041552298
0.001000073,0.002546206,0.001138557,0.003900853,0.011472851,0.006523946,0.007920527,0.663342357,0.001104861,5.10869E-05,0.259445786,0.041552935
0.001000048,0.002546154,0.001138526,0.003900766,0.01147269,0.006523813,0.007920396,0.66334343,0.00110483,5.1085E-05,0.259445667,0.041552585
0.001000082,0.002546226,0.001138566,0.003900876,0.011472909,0.006523963,0.00792057,0.663342178,0.001104873,5.10877E-05,0.259445667,0.041553065
0.001000082,0.002546225,0.001138565,0.003900874,0.011472898,0.006523963,0.00792057,0.663342178,0.001104871,5.10876E-05,0.259445667,0.041553058
0.001000081,0.002546225,0.001138565,0.003900874,0.011472898,0.006523963,0.007920566,0.663342178,0.001104871,5.10876E-05,0.259445667,0.041553058
0.001000082,0.002546225,0.001138565,0.003900874,0.011472898,0.006523959,0.007920566,0.663342178,0.001104871,5.10876E-05,0.259445667,0.041553058
